"COD UNIDADE ORGANIZACIONAL";"DESCRICAO UNIDADE ORGANIZACIONAL";"VP";"DIRETORIA";"AREA ATENDIMENTO"
"3116";"DML - 5 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3079";"TMO - 160 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2999";"TMO - 190 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2882";"TMO - 145 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1707";"GO EQUIPE LINHA 3/CONTROLADO - T3";"PRESIDENCIA";"LOGISTICA";""
"2541";"ROS - 441 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3031";"TMO - 178 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3608";"GER TECNOLOGIA INFORMACAO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"185";"GER OPERACAO TMO";"VP VAREJO";"OPERACOES VAREJO";""
"1458";"COORD CONTABILIDADE E CUSTOS";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2605";"ROS - 352 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3169";"DML - 625 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2888";"TMO - 177 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2993";"TMO - 149 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2571";"ROS - 303 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2043";"SUP CDRJ TELEMKT OL";"VP COMERCIAL";"PLANEJAMENTO DE VENDAS";""
"1755";"RS EQUIPE RECEBIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"227";"EQUIPE SUPPLY CHAIN GRANDES CONTAS COMERCIAL";"PRESIDENCIA";"SUPPLY CHAIN";""
"3778";"EQUIPE TECNOLOGIA INFORMACAO PFS";"PRESIDENCIA";"TECNOLOGIA DA INFORMAÇÃO";""
"3238";"TO ENCARREGADO D&E";"PRESIDENCIA";"LOGISTICA";""
"1964";"EQUIPES SPI 2";"VP COMERCIAL";"VENDAS";""
"2233";"MG EQUIPE PRODUCAO - T2";"PRESIDENCIA";"LOGISTICA";""
"2403";"DML - 44 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2986";"TMO - 121 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3665";"SPC EQUIPE SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"3805";"EQUIPE AUDITORIA";"VP ESTRATEGIA E FINANCAS";"AUDITORIA E COMPLIANCE";""
"2224";"SP SUP GPP, GR e DEVOLUCAO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1417";"DIRETORIA ESTRATEGIA E GESTAO";"PRESIDENCIA";"ESTRATEGIA E GESTAO";""
"3714";"SPC COORD OPERACOES PFS";"PRESIDENCIA";"DIRETORIA EXECUTIVA LOGISTICA";""
"2035";"SUP PE - 3";"VP COMERCIAL";"VENDAS";""
"3298";"EQUIPE LOGISTICA PCP";"PRESIDENCIA";"LOGISTICA";""
"2059";"EQUIPE M&A";"PRESIDENCIA";"LOGISTICA";""
"2771";"ROS - 377 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2294";"DML - 34 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2101";"MT EQUIPE M&A";"PRESIDENCIA";"LOGISTICA";""
"1844";"AL ENCARREGADO PRODUCAO - T2";"PRESIDENCIA";"LOGISTICA";""
"113";"EQUIPE FISCAL VAREJO 1";"VP ESTRATEGIA E FINANCAS";"TRIBUTARIA E FISCAL";""
"3456";"MT ENCARREGADO D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"2320";"DML - 81 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1860";"PB EQUIPE D&E TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2205";"SUP SPC 6";"VP COMERCIAL";"VENDAS";""
"2404";"DML - 45 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3143";"DML - 2 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2639";"ROS - 462 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"17";"GER SISTEMAS DISTRIBUICAO";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"3119";"DML - 25 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2305";"DML - 609 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2179";"MG SUP M&A 2";"PRESIDENCIA";"LOGISTICA";""
"2656";"ROS - 361 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3464";"MT EQUIPE M&A MEZANINO - T3";"PRESIDENCIA";"LOGISTICA";""
"3193";"GER E-COMMERCE VAREJO";"VP VAREJO";"OPERACOES VAREJO";""
"2489";"DML - 17 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1528";"RJ EQUIPE ARMAZENAGEM - T1";"PRESIDENCIA";"LOGISTICA";""
"2818";"TMO - 144 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2962";"TMO - 118 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES VAREJO";""
"1696";"GO EQUIPE FATURAMENTO";"PRESIDENCIA";"LOGISTICA";""
"1662";"SUP MG NORTE 2";"VP COMERCIAL";"VENDAS";""
"3414";"DML - EQUIPE NOVAS LOJAS";"VP VAREJO";"OPERACOES LOJAS";""
"2508";"DML - 23 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"408";"RJ EQUIPE EXPEDICAO - T1";"PRESIDENCIA";"LOGISTICA";""
"1420";"GER GESTAO";"PRESIDENCIA";"PRESIDENCIA";""
"1724";"DF ENCARREGADO PICKING - T3";"PRESIDENCIA";"LOGISTICA";""
"3678";"DF ENCARREGADO SEPARACAOLOOP 3";"PRESIDENCIA";"LOGISTICA";""
"2899";"TMO - 136 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2482";"DML - 611 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2092";"TIME DIRETORIA TI";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2580";"ROS - 336 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2023";"EQUIPES MG NORTE 3";"VP COMERCIAL";"VENDAS";""
"2278";"DML - 601 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2646";"ROS - 335 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3682";"DF EQUIPE PICKING LOOP 1 E 2";"PRESIDENCIA ";"LOGISTICA";""
"2921";"TMO - 143 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3429";"GER PLANEJAMENTO COMERCIAL";"VP COMERCIAL";"VP COMERCIAL";""
"2145";"SUP CONTAS SP";"VP COMERCIAL";"VENDAS";""
"2902";"TMO - 145 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1909";"RJ ENCARREGADO CRDK - T2";"PRESIDENCIA";"LOGISTICA";""
"2378";"DML - 6 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"41";"SUP FACILITIES - PAGAMENTOS";"VP CORPORATIVA";"CENTRO SERVICOS COMPARTILHADOS";""
"2414";"DML - 608 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2421";"DML - 12 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1779";"PR EQUIPE RECEBIMENTO/ARMAZENAGEM - T3";"PRESIDENCIA";"LOGISTICA";""
"2127";"GER CONTAS E REDES NE";"VP COMERCIAL";"VENDAS";""
"1400";"COORD ADMINISTRACAO DE PESSOAL";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"2488";"DML - 15 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1729";"DF ENCARREGADO D&E - T1";"PRESIDENCIA";"LOGISTICA";""
"2185";"SPC EQUIPE GEO/QUALIDADE - T1";"PRESIDENCIA";"LOGISTICA";""
"2833";"TMO - 109 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2665";"ROS - 309 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"118";"SUPERINTENDENCIA REMUNERACAO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2302";"DML - 95 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2557";"ROS - 348 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2137";"GER REDES SUL E SP";"VP COMERCIAL";"VENDAS";""
"3523";"ROS - 475 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"90";"EQUIPE COMPLIANCE";"PRESIDENCIA";"ESG";""
"3720";"BA EQUIPE PRODUCAO - T3";"PRESIDENCIA";"LOGISTICA";""
"1939";"EQUIPES SC 1";"VP COMERCIAL";"VENDAS";""
"2598";"ROS - 323 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2351";"DML - 31 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2514";"DML - 69 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2071";"GER CANAIS";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"2852";"TMO - 108 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3572";"DIRETORIA COMERCIAL VACINAS SPECIALTY";"VP SPECIALTY";"VP SPECIALTY";""
"3775";"ES, RJ e DF OPERACOES PFS";"VP SPECIALTY";"VP SPECIALTY";""
"2769";"ROS - 368 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2148";"EQUIPE CONTAS RJ";"VP COMERCIAL";"VENDAS";""
"3607";"EQUIPE COMERCIAL SPECIALTY (CALL CENTER E TIME EXTERNO)";"VP SPECIALTY";"VP SPECIALTY";""
"1556";"RJ EQUIPE ARMAZENAGEM - T2";"PRESIDENCIA";"LOGISTICA";""
"3588";"ROS - 468 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2011";"RN EQUIPE D&E TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2819";"TMO - 158 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1685";"SUP MG - J&J";"VP COMERCIAL";"VENDAS";""
"2632";"ROS - 356 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"177";"DIRETORIA EXPANSAO";"VP VAREJO";"OPERACOES VAREJO";""
"1397";"GER TRABALHISTA";"VP ESTRATEGIA E FINANCAS";"JURIDICO";""
"3048";"TMO - 170 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2838";"TMO - 144 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3408";"DML - 631 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2444";"DML - 9 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2680";"ROS - 386 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2218";"DIRETORIA EXECUTIVA  LOGISTICA";"PRESIDENCIA";"LOGISTICA";""
"161";"COORD MEX";"VP VAREJO";"MARKETING VAREJO";""
"1560";"RJ EQUIPE BLOQ";"PRESIDENCIA";"LOGISTICA";""
"3187";"GER FACILITIES E MANUTENCAO VAREJO E SEDE";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"423";"SPC EQUIPE ABASTECIMENTO - T1";"PRESIDENCIA";"LOGISTICA";""
"1766";"PR EQUIPE GR";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2326";"DML - 616 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"3730";"ROS - 390 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2795";"ROS - 333 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"173";"GER RX";"VP VAREJO";"COMERCIAL VAREJO";""
"3036";"TMO - 113 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2802";"ROS - 352 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2297";"DML - 63 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3648";"GER TRANSPORTE";"PRESIDENCIA";"LOGISTICA";""
"2969";"TMO - 148 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3690";"MT GER OPERACOES";"PRESIDENCIA ";"LOGISTICA";""
"60";"EQUIPE COORD PRODUCAO TI";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"3800";"COORD FINANCEIRA CONTAS A RECEBER";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"1861";"PB ENCARREGADO RECEBIMENTO/ESTOQUE - T1";"PRESIDENCIA";"LOGISTICA";""
"160";"COORD MARKETING VAREJO 1";"VP VAREJO";"MARKETING VAREJO";""
"3300";"MT SUP CGG";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2786";"ROS - 365 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3279";"GER PREVENCAO PERDAS VAR";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"3760";"ROS - 467 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2547";"ROS - 305 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3559";"DML - 638 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2247";"DML - 68 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2764";"ROS - 345 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1899";"BA ENCARREGADO D&E - T1";"PRESIDENCIA";"LOGISTICA";""
"2971";"TMO - 157 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3261";"COORD PLANEJAMENTO DE VENDAS";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"121";"GER TREINAMENTO VAREJO";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2372";"DML - 49 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2095";"EQUIPE GER PE";"VP COMERCIAL";"VENDAS";""
"1579";"SPC EQUIPE RECONFERENCIA - T3";"PRESIDENCIA";"LOGISTICA";""
"3759";"ROS - 467 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2296";"DML - 56 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2067";"GER RTM - INDEPENDENTES E ASSOCIACOES";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"2537";"ROS - 370 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3684";"SPI GER OPERACOES";"PRESIDENCIA ";"LOGISTICA";""
"3348";"TMO - 191 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3445";"EQUIPE EXPANSAO 2";"VP VAREJO";"OPERACOES VAREJO";""
"3285";"EQUIPE PLANEJAMENTO COMERCIAL";"VP COMERCIAL";"COMERCIAL";""
"2926";"TMO - 159 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1490";"EQUIPE GR SEDE";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3305";"AL EQUIPE FACILITIES";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3693";"DF SUP CGG";"PRESIDENCIA ";"CULTURA E GESTAO DE GENTE";""
"1868";"PB EQUIPE BLOQ";"PRESIDENCIA";"LOGISTICA";""
"2591";"ROS - 441 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"106";"SUP PREVENCAO DE PERDAS - OPERACIONAL";"PRESIDENCIA";"FINANCEIRO VAREJO";""
"378";"RJ ENCARREGADO EXPEDICAO - T1";"PRESIDENCIA";"LOGISTICA";""
"3710";"ESPEC. RM";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"3447";"EQUIPE OBRAS";"VP VAREJO";"OPERACOES VAREJO";""
"2110";"MT EQUIPE FARMACEUTICO";"PRESIDENCIA";"LOGISTICA";""
"1406";"FACILITIES - ADMINISTRATIVO";"VP CORPORATIVA";"CENTRO SERVICOS COMPARTILHADOS";""
"3616";"TMO - 225 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2532";"ROS - 348 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1872";"PB EQUIPE GPP";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1472";"COORD CREDITO E COBRANCA";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2684";"ROS - 441 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1511";"COORD LOGISTICA D1000";"PRESIDENCIA";"LOGISTICA";""
"348";"PAs EXCLUSIVAS";"VP COMERCIAL";"VENDAS";""
"1590";"SPC ENCARREGADO D&E";"PRESIDENCIA";"LOGISTICA";""
"1731";"DF ENCARREGADO D&E - T3";"PRESIDENCIA";"LOGISTICA";""
"1751";"RS EQUIPE M&A QUALIDADE";"PRESIDENCIA";"LOGISTICA";""
"2752";"ROS - 402 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1533";"RJ ENCARREGADO CONFERENCIA - T2";"PRESIDENCIA";"LOGISTICA";""
"3706";"EQUIPE LOCAFARMA";"PRESIDENCIA";"LOGISTICA";""
"2530";"ROS - 336 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1596";"SPC EQUIPE CRDK/FOB - T1";"PRESIDENCIA";"LOGISTICA";""
"1700";"GO ENCARREGADO PRODUCAO - T1";"PRESIDENCIA";"LOGISTICA";""
"2159";"SPC ENCARREGADO PICKING/LINHA 3 - T2";"PRESIDENCIA";"LOGISTICA";""
"2747";"ROS - 408 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3014";"TMO - 179 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1886";"BA ENCARREGADO RECONFERENCIA/EMBALAGEM - T3";"PRESIDENCIA";"LOGISTICA";""
"3324";"DML - 628 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3385";"DML - 627 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3081";"TMO - 168 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2328";"DML - 7 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3585";"ROS - 438 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3411";"ROS - 412 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2398";"DML - 19 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"35";"COORD GRO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"3141";"DML - 1 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"2420";"DML - 11 - SUBGERENTE";"VP VAREJO";"OPERACOES LOJAS";""
"1969";"EQUIPES BA 3";"VP COMERCIAL";"VENDAS";""
"3017";"TMO - 220 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"20";"GER PROJETOS TI";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2029";"EQUIPES MG";"VP COMERCIAL";"VENDAS";""
"3256";"EQUIPE FINANCEIRO";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"1877";"BA EQUIPE M&A QUALIDADE";"PRESIDENCIA";"LOGISTICA";""
"1692";"GO EQUIPE MANUTENCAO PREDIAL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2005";"EQUIPE HOSPITALAR RJ";"VP COMERCIAL";"VENDAS";""
"2512";"DML - 59 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3725";"SPC EQUIPE M&A SPECIALTY";"PRESIDENCIA";"LOGISTICA";""
"3003";"TMO - 133 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2693";"ROS - 321 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2759";"ROS - 333 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1954";"EQUIPES MG NORTE 2";"VP COMERCIAL";"VENDAS";""
"2895";"TMO - 120 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3322";"DML - 626 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1625";"SPI ENCARREGADO D&E - T1";"PRESIDENCIA";"LOGISTICA";""
"1894";"BA EQUIPE GPP";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2217";"SPI COORD OPERACOES";"PRESIDENCIA";"LOGISTICA";""
"2960";"TMO - 114 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"1896";"BA EQUIPE MANUTENCAO PREDIAL";"PRESIDENCIA";"FINANCEIRO DISTRIBUICAO";""
"2283";"DML - 84 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1567";"RJ EQUIPE D&E";"PRESIDENCIA";"LOGISTICA";""
"2098";"EQUIPE GOVERNANCA";"PRESIDENCIA";"TECNOLOGIA INFORMACAO";""
"2845";"TMO - 175 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2453";"DML - 44 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1643";"SUP PR 1";"VP COMERCIAL";"VENDAS";""
"40";"SUP FACILITIES - ADMINISTRATIVA";"VP CORPORATIVA";"CENTRO SERVICOS COMPARTILHADOS";""
"3086";"TMO - 122 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3463";"MT EQUIPE M&A PRODUCAO - T3";"PRESIDENCIA";"LOGISTICA";""
"3085";"TMO - 196 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2060";"RJ EQUIPE CRDK";"PRESIDENCIA";"LOGISTICA";""
"2216";"EQUIPES REDES AL";"VP COMERCIAL";"VENDAS";""
"3520";"MG LOCARFARMA EQUIPE";"PRESIDENCIA";"LOGISTICA";""
"270";"SUP RJ/ES - J&J";"VP COMERCIAL";"VENDAS";""
"2946";"TMO - 148 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"76";"EQUIPE FINANCEIRA - TESOURARIA";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"2473";"DML - 19 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2811";"TMO - 101 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2651";"ROS - 352 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"3565";"TMO - 224 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3653";"TMO - 223 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"2625";"ROS - 342 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3387";"DML - 44 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2860";"TMO - 162 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3160";"DML - 26 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"1855";"SE/BA SUP D&E";"PRESIDENCIA";"LOGISTICA";""
"1444";"SUP SPC 7";"VP COMERCIAL";"VENDAS";""
"2935";"TMO - 107 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"156";"GER MARKETING VAREJO E CONVENIO";"VP VAREJO";"MARKETING VAREJO";""
"3431";"COORD INTELIGENCIA MERCADO";"VP VAREJO";"VP VAREJO";""
"1616";"SPI EQUIPE CRDK";"PRESIDENCIA";"LOGISTICA";""
"2171";"RJ ENCARREGADO GEOGRAFICA - T1";"PRESIDENCIA";"LOGISTICA";""
"2390";"DML - 60 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2190";"EQUIPE PLANEJAMENTO FINANCEIRO";"PRESIDENCIA";"ADMINISTRATIVO FINANCEIRA";""
"2538";"ROS - 374 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3407";"TMO - 222 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2748";"ROS - 417 - SUBGERENTE/LIDER";"VP VAREJO";"OPERACOES LOJAS";""
"3468";"COORD SUPPLY CHAIN DEMANDA";"PRESIDENCIA";"SUPPLY CHAIN";""
"3197";"EQUIPE GROWTH VAREJO";"VP VAREJO";"OPERACOES VAREJO";""
"3204";"COORD TRADE VAREJO";"VP VAREJO";"COMERCIAL VAREJO";""
"145";"INOVACAO - CULTURA INOVACAO";"PRESIDENCIA";"INOVACAO";""
"2827";"TMO - 191 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"1884";"BA ENCARREGADO PICKING - T3";"PRESIDENCIA";"LOGISTICA";""
"3685";"DF GER OPERACOES";"PRESIDENCIA ";"LOGISTICA";""
"1912";"ES SUP M&A";"PRESIDENCIA";"LOGISTICA";""
"1704";"GO ENCARREGADO PICKING/CONFERENCIA - T3";"PRESIDENCIA";"LOGISTICA";""
"1542";"RJ EQUIPE PICKING MEZANINO - T3";"PRESIDENCIA";"LOGISTICA";""
"461";"SPC EQUIPE PICKING/LINHA 3 - T3";"PRESIDENCIA";"LOGISTICA";""
"2480";"DML - 69 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"2040";"EQUIPE CGG CDs (AL, PE, PB, BA, SE, RN, MG, MT, SPC e SPI)";"PRESIDENCIA";"CULTURA E GESTAO DE GENTE";""
"2257";"DML - 97 - SUBGERENTE";"VP VAREJO";"OPERACOES VAREJO";""
"1986";"RJ/MG - SANFONI";"PRESIDENCIA";"LOGISTICA";""
"1832";"PE ENCARREGADO M&A - T2";"PRESIDENCIA";"LOGISTICA";""
"2344";"DML - 613 - EQUIPE LOJA";"VP VAREJO";"OPERACOES VAREJO";""
"2149";"EQUIPE ESG";"PRESIDENCIA";"ESG";""
"3262";"EQUIPE COORD PLANEJAMENTO DE VENDAS";"VP COMERCIAL";"PLANEJAMENTO VENDAS";""
"2189";"SUPERINTENDENCIA RELACOES INVESTIDORES";"VP ESTRATEGIA E FINANCAS";"RELACOES INVESTIDORES";""
"2597";"ROS - 317 - GER FARMACEUTICO/LOJA";"VP VAREJO";"OPERACOES LOJAS";""
"3723";"SPC ENC SPECIALTY T1";"PRESIDENCIA";"LOGISTICA";""
"3159";"DML - 37 - EQUIPE LOJA";"VP VAREJO";"OPERACOES LOJAS";""
